,rest_name,rest_type,loc,dine_rating,dine_reviews,delivery_rating,delivery_reviews,cost,cuisine 1,cuisine 2,cuisine 3,cuisine 4,cuisine 5,cuisine 6,cuisine 7,cuisine 8,t1,t2,l1,l2,l3,l4,l5,l6,l7,location
3079,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Pimple Saudagar,3.5,55.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Pimple Saudagar
3080,"Monginis
                                    ",['Baery'],Hadapsar,3.0,5.0,3.8,0.0,300,Baery,,,,,,,,Baery,,,,,,,,,Hadapsar
3081,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Sinhgad Road,3.6,60.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Sinhgad Road
3082,"Monginis
                                    ",['Baery'],Model Colony,3.7,26.0,3.8,0.0,300,Baery,,,,,,,,Baery,,,,,,,,,Model Colony
3083,"Monginis
                                    ",['Baery'],Parvati,2.8,12.0,3.8,0.0,300,Baery,,,,,,,,Baery,,,,,,,,,Parvati
3084,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Pimple Gurav,3.0,20.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Pimple Gurav
3085,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Mundhwa,3.3,15.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Mundhwa
3086,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Pashan,2.9,14.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Pashan
3087,"Monginis
                                    ","['Baery', 'Dessert Parlor']",arve Nagar,2.8,28.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,arve Nagar
3088,"Monginis
                                    ",['Baery'],Aurdi,3.0,5.0,3.8,0.0,300,Baery,,,,,,,,Baery,,,,,,,,,Aurdi
3089,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Hinjawadi,4.1,342.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,Burgers,,,,,,,Hinjawadi
3090,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Aurdi,2.7,11.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Aurdi
3091,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Chinchwad,3.5,23.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Chinchwad
3092,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Aundh,3.4,43.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,Pineapple Pastry, Rainbow Cae,,,,,,Aundh
3093,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Deccan Gymhana,2.7,4.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Deccan Gymhana
3094,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Nigdi,3.1,7.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Nigdi
3095,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Lonavala,2.9,5.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Lonavala
3096,"Monginis
                                    ",['Baery'],Pimple Gurav,2.9,6.0,3.8,0.0,300,Baery,,,,,,,,Baery,,,,,,,,,Pimple Gurav
3097,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Pimpri,2.4,8.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Pimpri
3098,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Nigdi,3.0,27.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Nigdi
3099,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Shivane,3.3,13.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Shivane
3100,"Monginis
                                    ",['Baery'],Bhosari,3.8,4.0,3.8,0.0,300,Baery,,,,,,,,Baery,,,,,,,,,Bhosari
3101,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Bibvewadi,3.6,11.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Bibvewadi
3102,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Warje,3.1,40.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Warje
3103,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Ravet,3.7,13.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Ravet
3104,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Nigdi,3.6634499896458945,,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Nigdi
3105,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Lonavala,3.0,15.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Lonavala
3106,"Monginis
                                    ",['Baery'],othrud,3.6,11.0,3.8,0.0,300,Baery,,,,,,,,Baery,,,,,,,,,othrud
3107,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Wadgaon Sheri,3.4,13.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Wadgaon Sheri
3108,"Monginis
                                    ",['Baery'],haradi,3.2,12.0,3.8,0.0,300,Baery,,,,,,,,Baery,,,,,,,,,haradi
3109,"Monginis
                                    ","['Baery', 'Dessert Parlor']",othrud,3.6,41.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,othrud
3110,"Monginis
                                    ",['Baery'],Fatima Nagar,3.6,35.0,3.8,0.0,300,Baery,,,,,,,,Baery,,,,,,,,,Fatima Nagar
3111,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Narhe,3.6,21.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Narhe
3112,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Viman Nagar,3.7,11.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Viman Nagar
3113,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Chaan,3.4,13.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Chaan
3114,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Pimple Saudagar,2.6,15.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Pimple Saudagar
3115,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Bavdhan,3.2,21.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Bavdhan
3116,"Monginis
                                    ","['Baery', 'Dessert Parlor']",FC Road,3.0,37.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,FC Road
3117,"Monginis
                                    ",['Baery'],Sinhgad Road,3.6634499896458945,,3.8,0.0,300,Baery,,,,,,,,Baery,,,,,,,,,Sinhgad Road
3118,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Baner,2.7,26.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Baner
3119,"Monginis
                                    ","['Baery', 'Dessert Parlor']",hadi,2.3,12.0,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,hadi
3120,"Monginis
                                    ",['Baery'],Bhosari,3.6634499896458945,,3.8,0.0,300,Baery,,,,,,,,Baery,,,,,,,,,Bhosari
3121,"Monginis
                                    ",['Baery'],PuneSolapur Road,3.6634499896458945,,3.8,0.0,300,Baery,,,,,,,,Baery,,,,,,,,,PuneSolapur Road
3122,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Old MumbaiPune Highway,3.6634499896458945,,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Old MumbaiPune Highway
3123,"Monginis
                                    ",['Baery'],Shivapur,3.6634499896458945,,3.8,0.0,300,Baery,,,,,,,,Baery,,,,,,,,,Shivapur
3124,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Old MumbaiPune Highway,3.6634499896458945,,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Old MumbaiPune Highway
3125,"Monginis
                                    ",['Baery'],Bhosari,3.7,18.0,3.8,0.0,300,Baery,,,,,,,,Baery,,,,,,,,,Bhosari
3126,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Pimpri,3.6634499896458945,,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Pimpri
3127,"Monginis
                                    ",['Baery'],Nigdi,3.6634499896458945,,3.8,0.0,300,Baery,,,,,,,,Baery,,,,,,,,,Nigdi
3128,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Chinchwad,3.6634499896458945,,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Chinchwad
3129,"Monginis
                                    ",['Baery'],Hadapsar,3.6634499896458945,,3.8,0.0,300,Baery,,,,,,,,Baery,,,,,,,,,Hadapsar
3130,"Monginis
                                    ","['Baery', 'Dessert Parlor']",Pimple Gurav,3.6634499896458945,,3.8,0.0,300,Baery,,,,,,,,Baery,Dessert Parlor,,,,,,,,Pimple Gurav
3131,"The Tasty Tiffin
                                    ",['Quic Bites'],haradi,4.0,474.0,3.8,1806.0,400,Maharashtrian,Chinese,North Indian,,,,,,Quic Bites,,Naan,,,,,,,haradi
3132,"The Tasty Tiffin
                                    ",,Waad,3.1,1231.0,3.8,0.0,400,Maharashtrian,Chinese,North Indian,,,,,,,,,,,,,,,Waad
3133,"The Tasty Tiffin
                                    ",['Quic Bites'],Baner,3.9,243.0,3.6,1859.0,400,Maharashtrian,Chinese,North Indian,,,,,,Quic Bites,,,,,,,,,Baner
3134,"The Tasty Tiffin
                                    ",['Quic Bites'],Wagholi,4.0,308.0,3.5,3578.0,400,Maharashtrian,Chinese,North Indian,,,,,,Quic Bites,,Biryani,,,,,,,Wagholi
3135,"The Tasty Tiffin
                                    ",['Quic Bites'],Hadapsar,4.0,298.0,3.7,2089.0,400,Maharashtrian,Chinese,North Indian,,,,,,Quic Bites,,,,,,,,,Hadapsar
3136,"The Tasty Tiffin
                                    ",['Quic Bites'],Viman Nagar,3.8,160.0,3.3,2017.0,400,Maharashtrian,Chinese,North Indian,,,,,,Quic Bites,,,,,,,,,Viman Nagar
3137,"The Tasty Tiffin
                                    ",,othrud,3.9,201.0,3.8,0.0,400,Maharashtrian,Chinese,North Indian,,,,,,,,,,,,,,,othrud
3138,"The Tasty Tiffin
                                    ",,Hinjawadi,3.6634499896458945,,3.8,0.0,400,Maharashtrian,Chinese,North Indian,,,,,,,,,,,,,,,Hinjawadi
3139,"Biryani Art
                                    ",['Quic Bites'],haradi,4.0,274.0,3.6,1007.0,700,Mughlai,Biryani,North Indian,,,,,,Quic Bites,,Hyderabadi Biryani, Chicen Lollipop, Chicen Dum Biryani, Mutton Biryani,,,,haradi
3140,"Biryani Art
                                    ",['Casual Dining'],Shivaji Nagar,3.9,90.0,3.9,643.0,700,Mughlai,Biryani,North Indian,,,,,,Casual Dining,,,,,,,,,Shivaji Nagar
3141,"Biryani Art
                                    ",['Quic Bites'],Hinjawadi,3.6,114.0,3.3,486.0,700,Mughlai,Biryani,North Indian,,,,,,Quic Bites,,Raita, Vegetable Biryani, Chicen Dum Biryani, Egg Biryani, Mutton Biryani,,,Hinjawadi
3142,"Biryani Art
                                    ",,Magarpatta,3.1,4158.0,3.8,0.0,700,Mughlai,Biryani,North Indian,,,,,,,,Raita, Shahi Tuda, Cheese ulcha, Vegetable Biryani, Gosht Dum Biryani,,,Magarpatta
3143,"ohinoor Restaurant
                                    ",['Quic Bites'],Camp Area,4.2,350.0,4.1,340.0,200,Desserts,Beverages,Street Food,South Indian,,,,,Quic Bites,,Bun Masas, Tea, Irani Chai, Omelette, Samosa, Masala Dosa, Broon Masa,Camp Area
3144,"Cafe 24
                                    ","['Beverage Shop', 'Quic Bites']",Hadapsar,3.3,5.0,3.8,0.0,250,Fast Food,Beverages,,,,,,,Beverage Shop,Quic Bites,,,,,,,,Hadapsar
3145,"Angrezi Tapri
                                    ",['Quic Bites'],Wadgaon Sheri,4.2,329.0,2.7,1979.0,600,Beverages,Fast Food,,,,,,,Quic Bites,,Aloo Paratha, Maggi, Tea, Oreo Shae, eema Sandwich, Watermelon Mojito, Fries,Wadgaon Sheri
3146,"The Blue Plate
                                    ",['Casual Dining'],Aundh,4.5,829.0,4.0,2096.0,700,Beverages,Desserts,Salad,Italian,Continental,,,,Casual Dining,,Hot Chocolate, Custard, Salad, Garlic Bread With Cheese, Cheesy Garlic Bread, Pin Sauce Pasta, Peri Chicen,Aundh
3147,"The Szechuan Shac
                                    ",['Casual Dining'],Pimpri,3.7,37.0,3.6,185.0,400,Chinese,,,,,,,,Casual Dining,,,,,,,,,Pimpri
3148,"Strier's Chinese
                                    ",['Quic Bites'],Viman Nagar,3.8,1648.0,3.8,0.0,300,Chinese,,,,,,,,Quic Bites,,Noodle, Haa Noodles,,,,,,Viman Nagar
3149,"Firangi Bae
                                    ",,Pimple Gurav,3.7,681.0,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,Lasagne, Garlic Bread, Chocolate Fantasy,,,,,Pimple Gurav
3150,"Mr. Manchurian
                                    ",['Quic Bites'],Hadapsar,3.5,41.0,3.8,195.0,500,Thai,Chinese,,,,,,,Quic Bites,,,,,,,,,Hadapsar
3151,"Dashin Bhavan
                                    ",['Quic Bites'],haradi,3.6,429.0,3.6,3788.0,300,Beverages,Chinese,South Indian,,,,,,Quic Bites,,Filtered Coffee, Idli, Masala Dosa, Vada, Onion Uttapam, Lassi, Upma,haradi
3152,"Top 87  The Other Place
                                    ",['Casual Dining'],Ravet,3.5,66.0,3.8,0.0,1000,Continental,Chinese,North Indian,,,,,,Casual Dining,,,,,,,,,Ravet
3153,"Cafe 1730
                                    ","['Bar', 'Casual Dining']","City Hub @ WTC, haradi",4.5,1705.0,3.8,444.0,2000,North Indian,Goan,Continental,Italian,,,,,Bar,Casual Dining,Pasta, Pizza, Butter Chicen, Lasagne, Chicen Stea, Nachos, Salad, haradi
3154,"Tangasseri
                                    ",,oregaon Par,4.0,233.0,3.8,0.0,600,erala,Sandwich,Goan,North Indian,,,,,,,Chicen Curry, Goan Fish Curry, Sea Food, Malabari Paratha, Salad, Sausage Pulao, Roast Chicen,oregaon Par
3155,"Puran Singh Da Dhaba
                                    ",,haradi,3.6634499896458945,,3.8,0.0,300,North Indian,,,,,,,,,,,,,,,,,haradi
3156,"Gravity Shaes
                                    ",['Beverage Shop'],oregaon Par,3.6634499896458945,,3.8,0.0,350,Beverages,,,,,,,,Beverage Shop,,,,,,,,,oregaon Par
3157,"Gusto Pizzeria
                                    ",,haradi,3.9,31.0,3.8,0.0,600,Italian,Pizza,,,,,,,,,,,,,,,,haradi
3158,"Firangi Bae
                                    ",,Pimple Gurav,3.7,681.0,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,Lasagne, Garlic Bread, Chocolate Fantasy,,,,,Pimple Gurav
3159,"Firangi Bae
                                    ",,Sinhgad Road,4.1,143.0,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,,,,,,,,Sinhgad Road
3160,"Firangi Bae
                                    ",,NIBM Road,4.3,1148.0,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,Lasagne, Biryani, Chicen Quesadilla, Mac N Cheese, Masala Quesadilla,,,NIBM Road
3161,"Firangi Bae
                                    ",,Viman Nagar,4.2,573.0,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,Chicen eema, Pasta, Veg Lasagna, Butter Chicen, Chocolate Fantasy,,,Viman Nagar
3162,"Firangi Bae
                                    ",,"Destination Centre, Magarpatta",3.9,1116.0,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,Chicen Quesadilla, Minced Chicen Lasagne, Chocolate Fantasy, Garlic Bread, Laccha Paratha,,, Magarpatta
3163,"Firangi Bae
                                    ",,Bavdhan,4.1,212.0,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,,,,,,,,Bavdhan
3164,"Firangi Bae
                                    ",,ondhwa,4.0,372.0,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,Chocolate Fantasy, Lasagne, Cheesy Lasagna, Lava Cae, Mac N Cheese, Garlic Bread,,ondhwa
3165,"Firangi Bae
                                    ",,Erandwane,3.9,51.0,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,,,,,,,,Erandwane
3166,"Firangi Bae
                                    ",,Bibvewadi,4.1,337.0,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,Lasagne,,,,,,,Bibvewadi
3167,"Firangi Bae
                                    ",,haradi,3.9,166.0,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,Lasagne, Pasta,,,,,,haradi
3168,"Firangi Bae
                                    ",,Pimple Saudagar,3.9,949.0,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,Minced Chicen Lasagne, Stea,,,,,,Pimple Saudagar
3169,"Firangi Bae
                                    ",,atraj,3.6634499896458945,,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,,,,,,,,atraj
3170,"Firangi Bae
                                    ",,Baner,4.2,1546.0,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,Lasagne, Chocolate Fantasy, Chicen Quesadilla, Biryani,,,,Baner
3171,"Firangi Bae
                                    ",,Sinhgad Road,4.4,990.0,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,Minced Chicen Lasagne, Butter Chicen, Chicen Quesadilla, Macaroni, Garlic Bread, Stea,,Sinhgad Road
3172,"Firangi Bae
                                    ",,Ravet,4.3,383.0,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,,,,,,,,Ravet
3173,"Firangi Bae
                                    ",,Wagholi,3.8,500.0,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,Chicen Lasagne, Pasta, Garlic Bread,,,,,Wagholi
3174,"Firangi Bae
                                    ",,Hinjawadi,4.0,888.0,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,Chicen Quesadilla, Minced Chicen Lasagne, Butter Chicen, Garlic Bread, Chocolate Fantasy, Tandoori Rice,,Hinjawadi
3175,"Firangi Bae
                                    ",,arve Nagar,4.1,1066.0,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,Lasagne, Chicen Quesadilla, Garlic Bread, Chocolava Cae,,,,arve Nagar
3176,"Firangi Bae
                                    ",,Shaniwar Peth,4.0,983.0,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,Chicen Quesadilla, Minced Chicen Lasagne, Garlic Bread, Chicen Masala, Lasagne Pasta, Tandoori Chicen,,Shaniwar Peth
3177,"Firangi Bae
                                    ",,Camp Area,3.9,406.0,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,Minced Chicen Lasagne,,,,,,,Camp Area
3178,"Firangi Bae
                                    ",,Pimple Nilah,3.9,52.0,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,,,,,,,,Pimple Nilah
3179,"Firangi Bae
                                    ",,Lohegaon,4.0,748.0,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,Minced Chicen Lasagne, Chicen Masala, Pasta, Stea, Chicen Quesadilla,,,Lohegaon
3180,"Firangi Bae
                                    ",,Hinjawadi,3.6634499896458945,,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,,,,,,,,Hinjawadi
3181,"Firangi Bae
                                    ",,Wadgaon Sheri,3.8,549.0,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,Lasagne, Salad, Paneer Stea, Chocolate Ecstasy, Masala Quesadilla, Chicen Lasanga,,Wadgaon Sheri
3182,"Firangi Bae
                                    ",,Mundhwa,3.2,100.0,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,Pasta, Chicen eema,,,,,,Mundhwa
3183,"Firangi Bae
                                    ",,Sinhgad Road,3.8,120.0,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,,,,,,,,Sinhgad Road
3184,"Firangi Bae
                                    ",,Waad,3.8,974.0,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,Lasagne, Masala Quesadilla,,,,,,Waad
3185,"Firangi Bae
                                    ",,Bhosari,3.8,187.0,3.8,0.0,400,Modern Indian,Italian,Mexican,,,,,,,,,,,,,,,Bhosari
3186,"The Culcutta Foods
                                    ",['Quic Bites'],Pimple Saudagar,3.0,13.0,3.0,563.0,450,Bengali,,,,,,,,Quic Bites,,,,,,,,,Pimple Saudagar
3187,"Morya Misal
                                    ",['Quic Bites'],Chandan Nagar,3.9,102.0,3.9,513.0,150,Street Food,,,,,,,,Quic Bites,,Misal Pav, Poha, Chai, Dahi Misal, Farsan,,,Chandan Nagar
3188,"Bowlsome By Ola Foods
                                    ",,Pimple Nilah,3.6634499896458945,,3.8,0.0,200,Desserts,North Indian,,,,,,,,,,,,,,,,Pimple Nilah
3189,"Byanjan
                                    ",['Quic Bites'],Pimple Nilah,3.6634499896458945,,3.8,0.0,400,Rolls,Mughlai,North Indian,Assamese,Bengali,,,,Quic Bites,,,,,,,,,Pimple Nilah
3190,"Saoji Thath
                                    ",['Quic Bites'],Lohegaon,3.5,18.0,3.8,0.0,400,Maharashtrian,,,,,,,,Quic Bites,,,,,,,,,Lohegaon
3191,"NS
                                    ",['Quic Bites'],Bhosari,3.6,39.0,3.8,401.0,300,Fast Food,Pizza,Sandwich,Burger,,,,,Quic Bites,,,,,,,,,Bhosari
3192,"Hotel Nisarg Misal House
                                    ",['Quic Bites'],Pimpri,3.9,135.0,3.8,0.0,200,Street Food,,,,,,,,Quic Bites,,Batata Bhaji, Misal Pav, Spicy Misal, Farsan, Tea,,,Pimpri
3193,"Hotel Grand Malhar
                                    ",['Quic Bites'],Hinjawadi,3.3,13.0,3.8,0.0,450,Malwani,Chinese,North Indian,Maharashtrian,,,,,Quic Bites,,,,,,,,,Hinjawadi
